1.0,14.2,1.7,2.4,15.6,127.0,2.8,3.1,0.3,2.3,5.6,1.0,3.9,1065.0
1.0,13.2,1.8,2.1,11.2,100.0,2.6,2.8,0.3,1.3,4.4,1.1,3.4,1050.0
1.0,13.0,2.4,2.7,18.6,101.0,2.8,3.2,0.3,2.8,5.7,1.0,3.2,1185.0
1.0,14.4,1.9,2.5,16.8,113.0,3.9,3.5,0.2,2.2,7.8,0.9,3.5,1480.0
1.0,13.2,2.6,2.9,21.0,118.0,2.8,2.7,0.4,1.8,4.3,1.0,2.9,735.0
1.0,14.2,1.8,2.5,15.2,112.0,3.3,3.4,0.3,2.0,6.8,1.1,2.9,1450.0
1.0,14.4,1.9,2.5,14.6,96.0,2.5,2.5,0.3,2.0,5.3,1.0,3.6,1290.0
1.0,14.1,2.1,2.6,17.6,121.0,2.6,2.5,0.3,1.3,5.0,1.1,3.6,1295.0
1.0,14.8,1.6,2.2,14.0,97.0,2.8,3.0,0.3,2.0,5.2,1.1,2.9,1045.0
1.0,13.9,1.4,2.3,16.0,98.0,3.0,3.1,0.2,1.9,7.2,1.0,3.5,1045.0
1.0,14.1,2.3,2.3,18.0,105.0,3.0,3.3,0.2,2.4,5.8,1.3,3.2,1510.0
1.0,14.1,1.5,2.3,16.8,95.0,2.2,2.4,0.3,1.6,5.0,1.0,2.8,1280.0
1.0,13.8,1.7,2.4,16.0,89.0,2.6,2.8,0.3,1.8,5.6,1.1,2.9,1320.0
1.0,14.8,1.7,2.4,11.4,91.0,3.1,3.7,0.4,2.8,5.4,1.3,2.7,1150.0
1.0,14.4,1.9,2.4,12.0,102.0,3.3,3.6,0.3,3.0,7.5,1.2,3.0,1547.0
1.0,13.6,1.8,2.7,17.2,112.0,2.9,2.9,0.3,1.6,7.3,1.3,2.9,1310.0
1.0,14.3,1.9,2.4,20.0,120.0,2.8,3.1,0.3,2.0,6.2,1.1,2.6,1280.0
1.0,13.8,1.6,2.6,20.0,115.0,3.0,3.4,0.4,1.7,6.6,1.1,2.6,1130.0
1.0,14.2,1.6,2.5,16.5,108.0,3.3,3.9,0.3,1.9,8.7,1.2,2.8,1680.0
1.0,13.6,3.1,2.6,15.2,99.7,2.7,3.0,0.2,1.7,5.1,1.0,3.4,845.0
1.0,14.1,1.6,2.3,16.0,126.0,3.0,3.2,0.2,2.1,5.7,1.1,3.7,780.0
1.0,12.9,3.8,2.6,18.6,102.0,2.4,2.4,0.3,2.0,4.5,1.0,3.5,770.0
1.0,13.7,1.9,2.4,16.6,101.0,2.6,2.9,0.3,1.7,3.8,1.1,4.0,1035.0
1.0,12.8,1.6,2.5,19.5,95.0,2.5,2.4,0.3,1.5,3.9,1.1,3.6,1015.0
1.0,13.5,1.8,2.6,20.0,96.0,2.5,2.6,0.3,1.7,3.5,1.1,3.8,845.0
1.0,13.1,2.0,3.2,25.0,124.0,2.3,2.7,0.5,1.9,3.6,1.1,3.2,830.0
1.0,13.4,1.8,2.6,16.1,93.0,2.9,2.9,0.3,1.4,4.8,0.9,3.2,1195.0
1.0,13.3,1.7,2.1,17.0,94.0,2.4,2.2,0.3,1.4,4.0,1.0,2.8,1285.0
1.0,13.9,1.9,2.8,19.4,107.0,3.0,2.0,0.4,1.6,4.5,1.3,3.4,915.0
1.0,14.0,1.7,2.2,16.0,96.0,2.6,2.3,0.3,2.0,4.7,1.0,3.6,1035.0
1.0,13.7,1.5,2.7,22.5,101.0,3.0,3.3,0.3,2.4,5.7,1.2,2.7,1285.0
1.0,13.6,1.7,2.4,19.1,106.0,2.9,3.2,0.2,1.9,6.9,1.1,2.9,1515.0
1.0,13.7,1.8,2.4,17.2,104.0,2.4,2.0,0.4,2.0,3.8,1.2,2.9,990.0
1.0,13.8,1.5,2.7,19.5,132.0,3.0,2.7,0.5,1.4,5.4,1.3,3.0,1235.0
1.0,13.5,1.8,2.6,19.0,110.0,2.4,2.5,0.3,1.5,4.2,1.1,2.9,1095.0
1.0,13.5,1.8,2.4,20.5,100.0,2.7,3.0,0.3,1.9,5.1,1.0,3.5,920.0
1.0,13.3,1.6,2.8,15.5,110.0,2.6,2.7,0.3,1.4,4.6,1.1,2.8,880.0
1.0,13.1,1.6,2.5,18.0,98.0,2.5,2.4,0.3,1.4,4.3,1.1,2.5,1105.0
1.0,13.1,1.5,2.1,15.5,98.0,2.4,2.6,0.3,1.4,3.7,1.2,2.7,1020.0
1.0,14.2,4.0,2.5,13.2,128.0,3.0,3.0,0.2,2.1,5.1,0.9,3.5,760.0
1.0,13.6,1.7,2.3,16.2,117.0,3.1,3.3,0.3,2.3,6.1,0.9,3.4,795.0
1.0,13.4,3.8,2.1,19.5,90.0,2.5,2.7,0.3,1.5,4.3,0.9,3.0,1035.0
1.0,13.9,1.9,2.6,15.0,101.0,3.3,3.6,0.2,1.7,5.4,0.9,3.6,1095.0
1.0,13.2,4.0,2.3,17.5,103.0,2.6,2.6,0.3,1.7,4.4,0.8,3.0,680.0
1.0,13.1,1.8,2.1,17.0,107.0,3.0,3.0,0.3,2.0,5.0,0.9,3.4,885.0
1.0,14.2,4.0,2.4,18.9,111.0,2.9,2.6,0.3,1.3,5.2,0.9,3.3,1080.0
1.0,14.4,2.3,2.3,16.0,102.0,3.3,3.2,0.3,2.2,4.9,1.0,3.4,1065.0
1.0,13.9,1.7,2.1,16.0,101.0,3.1,3.4,0.2,2.1,6.1,0.9,3.3,985.0
1.0,14.1,2.0,2.4,18.8,103.0,2.8,2.9,0.3,2.4,6.2,1.1,2.8,1060.0
1.0,13.9,1.7,2.3,17.4,108.0,2.9,3.5,0.3,2.1,8.9,1.1,3.1,1260.0
1.0,13.1,1.7,2.0,12.4,92.0,2.7,3.3,0.2,2.9,7.2,1.1,2.9,1150.0
1.0,13.8,1.6,2.6,17.2,94.0,2.5,3.0,0.2,2.3,5.6,1.2,3.4,1265.0
1.0,13.8,1.8,2.4,14.0,111.0,3.9,3.7,0.3,1.9,7.0,1.0,3.3,1190.0
1.0,13.8,1.9,2.7,17.1,115.0,3.0,2.8,0.4,1.7,6.3,1.1,2.9,1375.0
1.0,13.7,1.7,2.3,16.4,118.0,2.6,2.9,0.2,1.6,5.8,0.9,3.2,1060.0
1.0,13.6,1.7,2.5,20.5,116.0,3.0,2.8,0.2,2.5,6.3,1.0,3.0,1120.0
1.0,14.2,1.7,2.3,16.3,118.0,3.2,3.0,0.3,2.0,6.4,0.9,3.3,970.0
1.0,13.3,2.0,2.7,16.8,99.7,3.0,3.2,0.3,1.7,6.0,1.1,2.8,1270.0
1.0,13.7,1.4,2.5,16.7,108.0,3.4,3.7,0.2,2.0,6.8,0.9,2.9,1285.0
2.0,12.4,0.9,1.4,10.6,88.0,2.0,0.6,0.3,0.4,1.9,1.0,1.8,520.0
2.0,12.3,1.1,2.3,16.0,101.0,2.0,1.1,0.6,0.4,3.3,1.3,1.7,680.0
2.0,12.6,1.4,2.0,16.8,100.0,2.0,1.4,0.5,0.6,5.8,1.0,1.6,450.0
2.0,13.7,1.3,1.9,18.0,94.0,2.1,1.8,0.3,0.7,3.8,1.2,2.5,630.0
2.0,12.4,1.1,2.2,19.0,87.0,3.5,3.1,0.2,1.9,4.5,1.2,2.9,420.0
2.0,12.2,1.4,2.5,19.0,104.0,1.9,1.8,0.5,1.0,3.0,1.4,2.2,355.0
2.0,12.4,1.2,2.6,18.1,98.0,2.4,2.6,0.4,2.1,4.6,1.2,2.3,678.0
2.0,13.1,1.0,1.7,15.0,78.0,3.0,3.2,0.3,2.3,5.3,1.1,3.2,502.0
2.0,12.4,1.2,1.9,19.6,78.0,2.1,2.0,0.3,1.0,4.7,1.1,3.5,510.0
2.0,13.3,0.9,2.4,17.0,110.0,2.5,1.3,0.6,0.4,3.2,1.0,1.9,750.0
2.0,12.2,1.2,1.8,16.8,151.0,1.9,1.3,0.1,2.5,2.9,1.3,3.1,718.0
2.0,12.3,1.6,2.2,20.4,103.0,1.1,1.0,0.4,1.5,3.0,0.9,1.8,870.0
2.0,13.9,1.5,2.7,25.0,86.0,3.0,2.9,0.2,1.9,3.4,1.4,3.2,410.0
2.0,13.5,1.7,2.2,24.0,87.0,1.9,1.8,0.3,1.0,3.7,1.0,2.8,472.0
2.0,13.0,1.7,2.6,30.0,139.0,3.3,2.9,0.2,2.0,3.4,1.3,3.5,985.0
2.0,12.0,1.1,2.3,21.0,101.0,3.4,2.1,0.1,1.6,3.2,1.0,3.1,886.0
2.0,11.7,1.9,1.9,16.0,97.0,1.6,1.6,0.3,1.1,3.8,1.2,2.1,428.0
2.0,13.0,0.9,1.7,16.0,86.0,1.9,2.0,0.2,1.5,4.6,1.2,2.5,392.0
2.0,11.8,2.9,2.2,18.0,112.0,1.7,1.3,0.4,0.9,2.6,1.0,2.5,500.0
2.0,12.3,1.0,1.9,14.8,136.0,1.9,1.9,0.3,2.8,3.4,1.1,2.3,750.0
2.0,12.7,3.9,2.4,23.0,101.0,2.8,2.5,0.4,1.9,2.6,1.2,3.1,463.0
2.0,12.0,0.9,2.0,19.0,86.0,2.4,2.3,0.3,1.4,2.5,1.4,3.1,278.0
2.0,12.7,1.8,2.2,18.8,86.0,2.2,2.5,0.3,1.8,3.9,1.2,3.1,714.0
2.0,12.1,1.1,2.5,24.0,78.0,2.0,1.6,0.4,1.4,2.2,1.3,2.7,630.0
2.0,13.1,3.9,2.3,22.5,85.0,1.6,1.6,0.6,1.6,4.8,0.8,2.0,515.0
2.0,11.8,0.9,2.6,18.0,94.0,2.2,2.2,0.2,2.4,3.0,0.8,3.1,520.0
2.0,12.7,1.0,2.2,18.0,99.0,2.2,1.9,0.3,1.5,2.6,1.2,2.6,450.0
2.0,12.2,1.6,2.3,22.8,90.0,1.8,1.7,0.4,1.6,2.5,1.3,2.3,495.0
2.0,11.7,1.7,2.6,26.0,88.0,1.9,1.6,0.4,1.3,2.6,1.4,3.2,562.0
2.0,11.6,2.1,2.5,21.6,99.7,1.9,1.7,0.5,1.4,2.8,1.0,2.8,680.0
2.0,12.1,1.3,2.3,23.6,70.0,2.2,1.6,0.4,1.4,1.7,1.1,3.2,625.0
2.0,12.1,1.8,2.3,18.5,81.0,1.6,1.5,0.5,1.6,2.4,1.1,2.3,480.0
2.0,12.0,1.5,2.4,19.5,86.0,1.4,1.3,0.5,1.6,3.6,1.1,2.6,450.0
2.0,12.7,1.5,2.3,20.7,80.0,1.4,1.5,0.6,1.6,3.0,1.0,2.1,495.0
2.0,12.3,2.8,2.2,18.0,88.0,2.5,2.3,0.3,2.0,2.1,1.1,3.3,290.0
2.0,11.6,2.0,2.3,18.0,98.0,3.0,2.3,0.2,1.4,3.3,1.2,3.0,345.0
2.0,12.5,1.5,2.2,19.0,162.0,2.5,2.3,0.3,3.3,2.6,1.2,2.6,937.0
2.0,11.8,2.1,2.7,21.5,134.0,1.6,1.0,0.1,1.6,2.5,0.9,2.3,625.0
2.0,12.3,1.4,2.0,16.0,85.0,2.5,2.5,0.3,1.8,2.9,1.2,2.7,428.0
2.0,12.4,1.1,2.1,18.5,88.0,3.5,3.8,0.2,1.9,4.5,1.0,2.8,660.0
2.0,12.3,3.2,2.2,18.0,88.0,2.9,3.0,0.5,2.8,2.3,1.4,2.8,406.0
2.0,12.1,2.1,1.7,17.5,97.0,2.2,2.2,0.3,1.4,3.3,1.3,3.0,710.0
2.0,12.6,1.3,1.9,18.5,88.0,1.4,1.4,0.3,1.4,2.5,1.0,2.8,562.0
2.0,12.3,2.5,2.5,21.0,98.0,2.6,2.1,0.3,1.3,2.8,0.8,3.4,438.0
2.0,11.8,1.7,1.9,19.5,86.0,2.5,1.6,0.4,1.4,2.1,0.9,2.4,415.0
2.0,12.5,1.7,2.0,20.5,85.0,2.2,1.9,0.3,1.5,2.9,1.0,3.6,672.0
2.0,12.4,2.3,2.3,22.0,90.0,1.7,1.8,0.7,1.4,2.7,0.9,3.3,315.0
2.0,12.3,1.7,2.1,19.0,80.0,1.6,2.0,0.4,1.6,3.4,1.0,3.2,510.0
2.0,12.7,1.8,2.3,22.5,84.0,1.4,1.8,0.5,1.6,3.3,0.9,2.4,488.0
2.0,12.2,1.3,2.4,19.0,92.0,2.4,2.0,0.4,2.1,2.7,0.9,3.0,312.0
2.0,11.6,1.4,2.7,20.0,94.0,2.7,2.9,0.3,2.5,2.6,1.0,3.3,680.0
2.0,11.5,3.7,1.8,19.5,99.7,3.2,2.6,0.2,3.6,2.9,0.8,2.8,562.0
2.0,12.5,2.4,2.2,21.0,88.0,2.5,2.3,0.3,1.2,2.0,0.9,2.8,325.0
2.0,11.8,2.7,2.9,20.0,103.0,1.8,2.0,0.6,1.1,3.8,1.2,2.5,607.0
2.0,11.4,0.7,2.5,21.0,88.0,2.5,2.0,0.4,1.4,3.1,1.1,2.3,434.0
2.0,12.1,1.4,2.5,22.5,84.0,2.6,2.3,0.4,1.0,2.9,0.9,3.2,385.0
2.0,11.0,1.5,2.2,21.5,85.0,2.5,2.2,0.5,2.0,1.9,1.7,2.9,407.0
2.0,11.8,1.5,2.0,20.8,86.0,2.0,1.6,0.3,1.5,1.9,0.9,3.3,495.0
2.0,12.4,1.6,2.2,22.5,108.0,2.0,2.1,0.3,1.6,2.1,1.1,3.0,345.0
2.0,12.8,3.4,2.0,16.0,80.0,1.6,1.3,0.4,0.8,3.4,0.7,2.1,372.0
2.0,12.0,3.4,2.0,19.0,87.0,2.0,1.6,0.4,1.9,1.3,0.9,3.0,564.0
2.0,11.4,2.4,2.4,20.0,96.0,2.9,2.8,0.3,1.8,3.3,0.8,3.4,625.0
2.0,11.6,2.0,3.2,28.5,119.0,3.2,5.1,0.5,1.9,6.0,0.9,3.7,465.0
2.0,12.4,4.4,2.7,26.5,102.0,2.2,2.1,0.4,1.7,2.1,0.9,3.1,365.0
2.0,13.1,5.8,2.1,21.5,86.0,2.6,2.6,0.3,2.0,2.6,0.7,3.1,380.0
2.0,11.9,4.3,2.4,21.0,82.0,2.9,3.0,0.2,2.9,2.8,0.8,3.6,380.0
2.0,12.1,2.2,2.2,21.0,85.0,2.6,2.6,0.4,1.4,2.8,0.9,3.3,378.0
2.0,12.4,1.5,2.3,21.5,86.0,2.7,3.1,0.4,1.8,3.9,0.7,2.8,352.0
2.0,11.8,2.1,2.8,28.5,92.0,2.1,2.2,0.6,1.8,3.0,1.0,2.4,466.0
2.0,12.4,1.6,2.3,24.5,88.0,2.2,2.5,0.4,1.9,2.1,0.9,2.8,342.0
2.0,12.0,4.3,2.4,22.0,80.0,2.1,1.8,0.4,1.4,2.6,0.8,2.6,580.0
3.0,12.9,1.4,2.3,18.0,122.0,1.5,1.3,0.2,0.9,4.1,0.8,1.3,630.0
3.0,12.9,3.0,2.4,20.0,104.0,1.3,1.2,0.2,0.8,5.4,0.7,1.4,530.0
3.0,12.8,2.3,2.4,24.0,98.0,1.1,1.1,0.3,0.8,5.7,0.7,1.4,560.0
3.0,12.7,3.5,2.4,21.5,106.0,1.7,1.2,0.2,0.8,5.0,0.8,1.3,600.0
3.0,12.5,1.2,2.3,17.5,85.0,2.0,0.6,0.6,1.3,5.5,0.8,1.5,650.0
3.0,12.6,2.5,2.2,18.5,94.0,2.3,0.7,0.6,0.9,7.1,0.7,1.6,695.0
3.0,12.3,4.7,2.5,21.0,89.0,1.4,0.5,0.5,0.8,3.9,0.8,1.3,720.0
3.0,12.5,5.5,2.6,25.0,96.0,1.8,0.6,0.6,1.1,5.0,1.0,1.7,515.0
3.0,13.5,3.6,2.2,19.5,88.0,1.6,0.5,0.6,0.9,5.7,0.8,1.8,580.0
3.0,12.8,3.0,2.6,24.0,101.0,2.3,0.6,0.5,1.6,4.9,0.9,2.1,590.0
3.0,12.9,2.8,2.7,21.0,96.0,1.5,0.5,0.5,0.8,4.6,0.8,2.3,600.0
3.0,13.4,2.6,2.4,20.0,89.0,1.4,0.5,0.4,0.6,5.6,0.7,2.5,780.0
3.0,13.5,3.2,2.7,23.5,97.0,1.6,0.5,0.5,0.6,4.3,0.9,2.1,520.0
3.0,13.6,5.0,2.4,20.0,92.0,2.0,0.8,0.5,1.0,4.4,0.9,2.0,550.0
3.0,12.3,3.9,2.2,18.5,112.0,1.4,0.8,0.3,1.1,8.2,0.7,2.0,855.0
3.0,13.2,3.6,2.1,21.0,102.0,1.5,0.6,0.4,1.3,4.0,0.6,1.7,830.0
3.0,13.9,5.0,2.2,20.0,80.0,1.0,0.3,0.4,0.7,4.9,0.6,1.3,415.0
3.0,12.9,4.6,2.5,21.5,86.0,1.7,0.7,0.5,0.9,7.7,0.5,1.9,625.0
3.0,13.3,3.2,2.4,21.5,92.0,1.9,0.8,0.5,1.3,5.0,0.6,1.6,650.0
3.0,13.1,3.9,2.4,21.5,113.0,1.4,1.4,0.3,1.1,9.4,0.6,1.3,550.0
3.0,13.5,3.1,2.6,24.0,123.0,1.4,1.6,0.2,1.6,8.6,0.6,1.3,500.0
3.0,12.8,2.7,2.5,22.0,112.0,1.5,1.4,0.2,1.3,10.8,0.5,1.5,480.0
3.0,13.1,1.9,2.8,25.5,116.0,2.2,1.3,0.3,1.6,7.1,0.6,1.3,425.0
3.0,13.2,3.3,2.3,18.5,98.0,1.8,2.0,0.6,1.9,10.5,0.6,1.5,675.0
